country,1991/1,1991/10,1991/11,1991/12,1991/2,1991/3,1991/4,1991/5,1991/6,1991/7,1991/8,1991/9,1992/1,1992/10,1992/11,1992/12,1992/2,1992/3,1992/4,1992/5,1992/6,1992/7,1992/8,1992/9,1993/1,1993/10,1993/11,1993/12,1993/2,1993/3,1993/4,1993/5,1993/6,1993/7,1993/8,1993/9,1994/1,1994/10,1994/11,1994/12,1994/2,1994/3,1994/4,1994/5,1994/6,1994/7,1994/8,1994/9,1995/1,1995/10,1995/11,1995/12,1995/2,1995/3,1995/4,1995/5,1995/6,1995/7,1995/8,1995/9,1996/1,1996/10,1996/11,1996/12,1996/2,1996/3,1996/4,1996/5,1996/6,1996/7,1996/8,1996/9,1997/1,1997/10,1997/11,1997/12,1997/2,1997/3,1997/4,1997/5,1997/6,1997/7,1997/8,1997/9,1998/1,1998/10,1998/11,1998/12,1998/2,1998/3,1998/4,1998/5,1998/6,1998/7,1998/8,1998/9,1999/1,1999/10,1999/11,1999/12,1999/2,1999/3,1999/4,1999/5,1999/6,1999/7,1999/8,1999/9,2000/1,2000/10,2000/11,2000/12,2000/2,2000/3,2000/4,2000/5,2000/6,2000/7,2000/8,2000/9,2001/1,2001/10,2001/11,2001/12,2001/2,2001/3,2001/4,2001/5,2001/6,2001/7,2001/8,2001/9,2002/1,2002/10,2002/11,2002/12,2002/2,2002/3,2002/4,2002/5,2002/6,2002/7,2002/8,2002/9,2003/1,2003/10,2003/11,2003/12,2003/2,2003/3,2003/4,2003/5,2003/6,2003/7,2003/8,2003/9,2004/1,2004/10,2004/11,2004/12,2004/2,2004/3,2004/4,2004/5,2004/6,2004/7,2004/8,2004/9,2005/1,2005/10,2005/11,2005/12,2005/2,2005/3,2005/4,2005/5,2005/6,2005/7,2005/8,2005/9,2006/1,2006/10,2006/11,2006/12,2006/2,2006/3,2006/4,2006/5,2006/6,2006/7,2006/8,2006/9,2007/1,2007/10,2007/11,2007/12,2007/2,2007/3,2007/4,2007/5,2007/6,2007/7,2007/8,2007/9,2008/1,2008/10,2008/11,2008/12,2008/2,2008/3,2008/4,2008/5,2008/6,2008/7,2008/8,2008/9,2009/1,2009/10,2009/11,2009/12,2009/2,2009/3,2009/4,2009/5,2009/6,2009/7,2009/8,2009/9,2010/1,2010/10,2010/11,2010/12,2010/2,2010/3,2010/4,2010/5,2010/6,2010/7,2010/8,2010/9,2011/1,2011/10,2011/11,2011/12,2011/2,2011/3,2011/4,2011/5,2011/6,2011/7,2011/8,2011/9,2012/1,2012/10,2012/11,2012/12,2012/2,2012/3,2012/4,2012/5,2012/6,2012/7,2012/8,2012/9,2013/1,2013/10,2013/11,2013/12,2013/2,2013/3,2013/4,2013/5,2013/6,2013/7,2013/8,2013/9,2015/1,2015/10,2015/11,2015/12,2015/2,2015/3,2015/4,2015/5,2015/6,2015/7,2015/8,2015/9
FR,37840.0,31497.0,34607.0,38476.0,36461.0,31284.0,29755.0,28852.0,26445.0,27304.0,24648.0,26541.0,40401.0,33211.0,32912.0,37090.0,35803.0,34625.0,31539.0,27832.0,26832.0,27852.0,25445.0,27835.0,37368.0,32331.0,36459.0,38216.0,35364.0,35245.0,30577.0,27995.0,27373.0,28096.0,25695.0,28378.0,38987.0,31747.0,32622.0,37612.0,34808.0,33495.0,33321.0,28877.0,28554.0,29341.0,26857.0,29417.0,41010.0,32205.0,35187.0,39238.0,33743.0,37272.0,32173.0,30186.0,29437.0,29851.0,27855.0,28966.0,40587.0,33821.0,36532.0,40764.0,39725.0,37821.0,32991.0,31556.0,29188.0,30715.0,27644.0,30208.0,43788.0,34603.0,35735.0,39302.0,35214.0,33311.0,33248.0,30950.0,29877.0,31192.0,28887.0,30319.0,41558.0,35701.0,39452.0,42168.0,36826.0,37493.0,35362.0,31710.0,30928.0,32356.0,29091.0,31350.0,41861.0,35634.0,40031.0,43439.0,39109.0,38313.0,35325.0,31554.0,31532.0,32623.0,29647.0,31797.0,45444.0,37176.0,40022.0,41196.0,39938.0,39762.0,36906.0,33424.0,32059.0,33043.0,31317.0,32755.0,44834.0,36410.0,41681.0,46982.0,38951.0,39657.0,37301.0,34592.0,32917.0,33733.0,31765.0,34027.0,46003.0,38230.0,39166.0,43867.0,38316.0,38902.0,36378.0,34814.0,33263.0,34549.0,31185.0,33637.0,48413.0,40833.0,40821.0,45817.0,43741.0,39717.0,37706.0,34473.0,33875.0,35323.0,32267.0,34036.0,48410.0,38215.0,43534.0,49049.0,43871.0,45204.0,38549.0,35517.0,34056.0,34722.0,31777.0,34334.0,49102.0,36904.0,43774.0,51395.0,46184.0,45315.0,38651.0,35318.0,34581.0,34814.0,31883.0,34479.0,52455.0,36305.0,41207.0,48558.0,46634.0,46887.0,37424.0,34797.0,34002.0,34934.0,31390.0,33767.0,47970.0,40868.0,46068.0,51063.0,42458.0,44391.0,35810.0,34994.0,33892.0,34958.0,32852.0,34984.0,49858.0,40689.0,44212.0,51428.0,45267.0,46466.0,41621.0,35456.0,34829.0,35999.0,32951.0,35723.0,54715.0,39617.0,41899.0,50703.0,46517.0,44383.0,37437.0,34504.0,33897.0,35266.0,32925.0,34530.0,56344.0,40817.0,46721.0,57688.0,48707.0,48300.0,38629.0,37284.0,34574.0,36041.0,33068.0,35119.0,53906.0,38012.0,41916.0,48301.0,45967.0,45566.0,35432.0,35106.0,33784.0,34204.0,32722.0,34322.0,51089.0,38626.0,44261.0,49605.0,54476.0,43150.0,40172.0,35247.0,33201.0,34123.0,32229.0,33257.0,53756.0,37048.0,45230.0,50109.0,49722.0,49503.0,40269.0,36875.0,33034.0,34777.0,31639.0,33182.0,52475.0,39167.0,40985.0,44593.0,48579.0,45707.0,36847.0,33873.0,33225.0,34887.0,31582.0,33483.0
GR,2933.0,2594.0,2646.0,3019.0,2630.0,2649.0,2425.0,2426.0,2635.0,2801.0,2651.0,2523.0,3017.0,2660.0,2652.0,3003.0,2879.0,2859.0,2475.0,2550.0,2651.0,2876.0,2905.0,2541.0,2970.0,2707.0,2891.0,2988.0,2786.0,2791.0,2482.0,2519.0,2813.0,3210.0,3098.0,2771.0,2966.0,2876.0,2972.0,3289.0,2818.0,2837.0,2622.0,2739.0,3032.0,3350.0,3283.0,2995.0,3238.0,2983.0,3206.0,3327.0,2829.0,3020.0,2720.0,2880.0,3189.0,3417.0,3230.0,2927.0,3421.0,3031.0,3083.0,3303.0,3143.0,3355.0,2819.0,3024.0,3190.0,3719.0,3419.0,2932.0,3387.0,3280.0,3318.0,3562.0,3144.0,3330.0,3067.0,3135.0,3399.0,3959.0,3374.0,3157.0,3512.0,3340.0,3409.0,3843.0,3170.0,3480.0,3118.0,3197.0,3547.0,4299.0,4033.0,3344.0,3695.0,3475.0,3541.0,3868.0,3372.0,3495.0,3506.0,3350.0,3813.0,4311.0,4025.0,3353.0,4102.0,3621.0,3652.0,4070.0,3697.0,3785.0,3410.0,3611.0,4128.0,4831.0,4358.0,3719.0,4254.0,4056.0,4137.0,4675.0,3777.0,3944.0,3603.0,3825.0,4325.0,5085.0,4708.0,4083.0,4584.0,4036.0,4143.0,4670.0,3831.0,4092.0,3938.0,3908.0,4535.0,5260.0,4465.0,3969.0,4399.0,4163.0,4177.0,4719.0,4357.0,4422.0,3996.0,4197.0,4585.0,5367.0,4874.0,4215.0,4484.0,3968.0,4137.0,4572.0,4074.0,4153.0,3763.0,3838.0,4220.0,5157.0,4726.0,4129.0,4545.0,4109.0,4350.0,4690.0,4197.0,4272.0,3987.0,4074.0,4379.0,5246.0,4813.0,4214.0,4853.0,4176.0,4383.0,4744.0,4284.0,4373.0,3833.0,4281.0,4573.0,5021.0,5181.0,4286.0,4627.0,4380.0,4439.0,4882.0,4244.0,4465.0,4016.0,4320.0,4893.0,5855.0,5170.0,4397.0,4916.0,4286.0,4311.0,4691.0,4540.0,4270.0,4105.0,4408.0,5015.0,5830.0,5340.0,4598.0,4653.0,4186.0,4192.0,4550.0,4270.0,4399.0,3893.0,4206.0,4649.0,5479.0,4822.0,4193.0,4665.0,4140.0,4070.0,4556.0,4107.0,4325.0,3913.0,4178.0,4569.0,5342.0,5447.0,4239.0,4583.0,4109.0,4352.0,4521.0,4157.0,4422.0,3866.0,3974.0,4235.0,5462.0,4862.0,4372.0,4777.0,4003.0,3928.0,4627.0,4422.0,4230.0,3165.0,3822.0,4542.0,5614.0,4936.0,3998.0,4671.0,4045.0,3953.0,4751.0,3262.0,4109.0,3186.0,3777.0,4285.0,4822.0,4746.0,3961.0,4829.0,3835.0,3895.0,4610.0,4299.0,4504.0,3772.0,3823.0,3965.0,4855.0,4687.0,4086.0
HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.0,1072.0,1256.0,1456.0,930.0,1004.0,875.0,955.0,727.0,794.0,1005.0,985.0,1374.0,1080.0,1243.0,1416.0,1282.0,1245.0,1067.0,975.0,951.0,1025.0,1022.0,993.0,1451.0,1091.0,1135.0,1325.0,1268.0,1264.0,1046.0,997.0,1009.0,1073.0,1077.0,1027.0,1360.0,1146.0,1324.0,1585.0,1217.0,1230.0,1151.0,1037.0,1021.0,1122.0,1121.0,1089.0,1547.0,1194.0,1217.0,1458.0,1278.0,1268.0,1185.0,1081.0,1074.0,1189.0,1145.0,1098.0,1480.0,1291.0,1305.0,1512.0,1417.0,1358.0,1210.0,1105.0,1146.0,1232.0,1247.0,1134.0,1562.0,1257.0,1372.0,1568.0,1448.0,1458.0,1254.0,1179.0,1136.0,1269.0,1249.0,1208.0,1576.0,1325.0,1446.0,1648.0,1500.0,1497.0,1267.0,1226.0,1210.0,1324.0,1283.0,1255.0,1682.0,1324.0,1431.0,1593.0,1485.0,1566.0,1289.0,1273.0,1294.0,1423.0,1361.0,1089.0,1555.0,1466.0,1570.0,1732.0,1406.0,1485.0,1280.0,1319.0,1323.0,1485.0,1433.0,1326.0,1681.0,1430.0,1475.0,1641.0,1544.0,1570.0,1397.0,1353.0,1382.0,1513.0,1466.0,1409.0,1624.0,1422.0,1474.0,1650.0,1528.0,1554.0,1324.0,1333.0,1307.0,1481.0,1472.0,1338.0,1683.0,1445.0,1452.0,1517.0,1538.0,1579.0,1357.0,1344.0,1343.0,1539.0,1452.0,1345.0,1657.0,1395.0,1474.0,1586.0,1482.0,1553.0,1309.0,1337.0,1330.0,1482.0,1518.0,1375.0,1610.0,1347.0,1368.0,1589.0,1653.0,1405.0,1311.0,1298.0,1329.0,1536.0,1523.0,1317.0,1566.0,1349.0,1401.0,1562.0,1451.0,1524.0,1326.0,1292.0,1311.0,1492.0,1484.0,1307.0,1538.0,1351.0,1369.0,1539.0,1429.0,1461.0,1314.0,1292.0,1288.0,1573.0,1494.0,1336.0
HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3229.0,2990.0,3226.0,3306.0,2905.0,3152.0,2777.0,2689.0,2585.0,2688.0,2614.0,2749.0,3393.0,3028.0,3213.0,3301.0,3051.0,3123.0,2767.0,2673.0,2623.0,2716.0,2667.0,2727.0,3382.0,3005.0,3150.0,3238.0,3102.0,3228.0,2788.0,2783.0,2752.0,2795.0,2846.0,2789.0,3443.0,3153.0,3279.0,3422.0,3034.0,3201.0,2957.0,2879.0,2754.0,2910.0,2847.0,2906.0,3477.0,3237.0,3229.0,3356.0,3049.0,3200.0,2975.0,2879.0,2890.0,3026.0,2885.0,2987.0,3506.0,3303.0,3312.0,3380.0,3241.0,3346.0,3050.0,2998.0,3053.0,3099.0,3119.0,3011.0,3503.0,3253.0,3342.0,3430.0,3253.0,3347.0,3025.0,2990.0,2934.0,3080.0,3014.0,3050.0,3501.0,3338.0,3499.0,3586.0,3273.0,3400.0,3114.0,3111.0,3081.0,3175.0,3098.0,3138.0,3713.0,3430.0,3541.0,3583.0,3349.0,3568.0,3149.0,3250.0,3254.0,3370.0,3210.0,3212.0,3637.0,3558.0,3583.0,3692.0,3291.0,3491.0,3207.0,3312.0,3364.0,3501.0,3365.0,3288.0,3771.0,3496.0,3448.0,3436.0,3490.0,3565.0,3362.0,3304.0,3322.0,3426.0,3307.0,3357.0,3514.0,3251.0,3280.0,3362.0,3141.0,3336.0,2895.0,2973.0,2942.0,3209.0,3049.0,3074.0,3477.0,3345.0,3321.0,3536.0,3182.0,3344.0,3050.0,3069.0,3121.0,3281.0,3106.0,3144.0,3595.0,3386.0,3464.0,3447.0,3337.0,3485.0,3161.0,3253.0,3186.0,3341.0,3244.0,3243.0,3487.0,3236.0,3269.0,3382.0,3428.0,3276.0,3054.0,3081.0,3146.0,3273.0,3182.0,3087.0,3536.0,3333.0,3325.0,3378.0,3169.0,3380.0,3130.0,3094.0,3094.0,3309.0,3175.0,3109.0,3629.0,3507.0,3490.0,3491.0,3316.0,3507.0,3218.0,3209.0,3249.0,3484.0,3342.0,3313.0
IT,21627.0,21024.0,20822.0,21172.0,20004.0,20518.0,19161.0,19963.0,19412.0,20922.0,16395.0,19949.0,21890.0,21014.0,20667.0,20444.0,20909.0,21578.0,19893.0,20069.0,20025.0,21010.0,17036.0,20152.0,21259.0,21199.0,21292.0,21340.0,20189.0,21898.0,19693.0,20260.0,20606.0,21031.0,17297.0,20536.0,21528.0,21650.0,21621.0,22155.0,20521.0,21799.0,20021.0,21142.0,21095.0,22185.0,18505.0,21389.0,23127.0,22413.0,22493.0,22030.0,21093.0,23007.0,20562.0,21685.0,21624.0,23044.0,18369.0,21622.0,23059.0,22623.0,21885.0,21821.0,22266.0,23065.0,20575.0,21769.0,21753.0,22727.0,18195.0,21421.0,23114.0,23971.0,23412.0,23387.0,21608.0,22489.0,22018.0,22568.0,22597.0,24146.0,19236.0,23454.0,24026.0,23921.0,23839.0,23630.0,22435.0,24155.0,22407.0,22932.0,23646.0,25077.0,19995.0,23338.0,23832.0,24719.0,24599.0,24960.0,22865.0,24521.0,22425.0,23421.0,23999.0,25472.0,20688.0,24343.0,25231.0,25459.0,25455.0,25003.0,24657.0,25607.0,23085.0,24747.0,25321.0,25992.0,21899.0,25250.0,26481.0,26346.0,25706.0,25638.0,24383.0,26381.0,23635.0,25610.0,25697.0,27090.0,22739.0,25129.0,27582.0,26789.0,26291.0,26062.0,24827.0,26008.0,24407.0,25805.0,26562.0,28160.0,22089.0,25779.0,27405.0,27202.0,26583.0,26664.0,25984.0,27203.0,24937.0,26315.0,27983.0,29769.0,24259.0,26355.0,27523.0,27709.0,27612.0,27794.0,26692.0,28105.0,25584.0,26322.0,26884.0,29417.0,24110.0,27605.0,28239.0,27926.0,27998.0,28173.0,27023.0,28179.0,26057.0,27059.0,27842.0,30005.0,24095.0,27845.0,29592.0,28533.0,28434.0,28290.0,27436.0,29507.0,25405.0,27475.0,28427.0,31554.0,24867.0,28276.0,29234.0,29094.0,28565.0,28491.0,27051.0,29107.0,26079.0,28294.0,28941.0,31409.0,25694.0,27969.0,29808.0,28386.0,27267.0,26949.0,28419.0,28495.0,27195.0,27692.0,28631.0,31753.0,26040.0,28846.0,27487.0,27170.0,26779.0,27055.0,25725.0,26909.0,24337.0,25990.0,26447.0,29846.0,25370.0,27153.0,28164.0,27805.0,27612.0,28729.0,26757.0,28462.0,25650.0,26501.0,27245.0,31490.0,24864.0,27176.0,28588.0,27824.0,27662.0,27629.0,26902.0,28828.0,25775.0,27434.0,27991.0,30222.0,26580.0,29205.0,28424.0,27113.0,26192.0,26668.0,27971.0,27637.0,25048.0,26449.0,27977.0,30955.0,27006.0,26775.0,27531.0,26362.0,25668.0,26072.0,25727.0,26978.0,24299.0,25665.0,26137.0,29937.0,25471.0,26072.0,26786.0,25907.0,25675.0,25818.0,24948.0,26793.0,24169.0,25027.0,26328.0,31970.0,24458.0,26449.0
LU,389.0,381.0,389.0,400.0,370.0,388.0,365.0,360.0,344.0,346.0,291.0,346.0,412.0,394.0,387.0,389.0,391.0,403.0,368.0,349.0,324.0,328.0,283.0,358.0,402.0,401.0,408.0,416.0,378.0,411.0,375.0,366.0,359.0,335.0,284.0,370.0,429.0,398.0,419.0,436.0,398.0,436.0,403.0,387.0,382.0,385.0,323.0,386.0,461.0,442.0,449.0,463.0,416.0,473.0,420.0,427.0,406.0,404.0,369.0,409.0,483.0,438.0,433.0,443.0,425.0,476.0,430.0,421.0,396.0,387.0,311.0,396.0,471.0,478.0,473.0,480.0,417.0,444.0,434.0,419.0,412.0,420.0,383.0,420.0,496.0,492.0,489.0,469.0,449.0,483.0,457.0,439.0,431.0,438.0,342.0,453.0,496.0,505.0,508.0,482.0,468.0,503.0,495.0,447.0,452.0,475.0,382.0,460.0,509.0,501.0,527.0,514.0,509.0,537.0,486.0,498.0,469.0,489.0,393.0,425.0,537.0,532.0,523.0,517.0,490.0,546.0,489.0,474.0,472.0,484.0,411.0,481.0,542.0,544.0,536.0,500.0,500.0,530.0,505.0,503.0,493.0,505.0,429.0,488.0,553.0,550.0,548.0,524.0,508.0,552.0,514.0,507.0,490.0,512.0,426.0,501.0,539.0,565.0,551.0,538.0,539.0,581.0,514.0,522.0,518.0,540.0,437.0,521.0,526.0,559.0,568.0,571.0,478.0,537.0,498.0,502.0,482.0,529.0,439.0,532.0,611.0,579.0,583.0,568.0,530.0,583.0,538.0,550.0,520.0,557.0,453.0,544.0,610.0,598.0,601.0,582.0,544.0,610.0,551.0,568.0,553.0,555.0,483.0,522.0,622.0,550.0,494.0,457.0,590.0,620.0,595.0,573.0,555.0,578.0,507.0,533.0,565.0,567.0,549.0,528.0,502.0,504.0,500.0,503.0,472.0,529.0,442.0,534.0,597.0,591.0,571.0,547.0,546.0,598.0,567.0,574.0,518.0,564.0,464.0,553.0,619.0,499.0,529.0,519.0,568.0,540.0,548.0,571.0,542.0,566.0,498.0,559.0,574.0,541.0,536.0,503.0,543.0,571.0,514.0,517.0,514.0,518.0,459.0,500.0,578.0,560.0,553.0,531.0,521.0,550.0,496.0,503.0,473.0,521.0,459.0,447.0,574.0,554.0,547.0,514.0,538.0,579.0,516.0,497.0,503.0,542.0,512.0,492.0
MK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.0,590.0,656.0,800.0,702.0,689.0,589.0,482.0,474.0,504.0,504.0,496.0,804.0,575.0,695.0,821.0,721.0,680.0,555.0,518.0,485.0,513.0,511.0,506.0,833.0,646.0,784.0,882.0,790.0,756.0,611.0,562.0,553.0,573.0,547.0,537.0,936.0,643.0,751.0,888.0,826.0,802.0,640.0,600.0,560.0,577.0,584.0,570.0,830.0,710.0,844.0,972.0,733.0,778.0,665.0,589.0,590.0,635.0,627.0,593.0,942.0,684.0,705.0,813.0,791.0,761.0,693.0,633.0,621.0,673.0,666.0,661.0,862.0,634.0,702.0,800.0,742.0,763.0,572.0,533.0,501.0,544.0,613.0,530.0,863.0,703.0,740.0,906.0,783.0,713.0,641.0,605.0,593.0,602.0,613.0,566.0,961.0,705.0,856.0,923.0,855.0,849.0,707.0,651.0,579.0,651.0,647.0,602.0,925.0,591.0,703.0,892.0,910.0,765.0,670.0,632.0,566.0,638.0,615.0,581.0,843.0,639.0,710.0,884.0,719.0,751.0,640.0,560.0,559.0,575.0,614.0,555.0,811.0,597.0,644.0,747.0,683.0,731.0,601.0,509.0,465.0,549.0,541.0,525.0
NL,6957.0,6859.0,6711.0,6798.0,6431.0,6586.0,6082.0,6258.0,6183.0,6241.0,6309.0,6352.0,6971.0,6909.0,6742.0,6855.0,6466.0,6763.0,6292.0,6371.0,6302.0,6434.0,6185.0,6504.0,6984.0,6777.0,6933.0,7098.0,6301.0,6827.0,6260.0,6236.0,6372.0,6295.0,6207.0,6545.0,6979.0,6895.0,6912.0,7019.0,6390.0,6866.0,6358.0,6391.0,6427.0,6533.0,6565.0,6633.0,8083.0,7816.0,7790.0,7931.0,7221.0,7765.0,7019.0,7071.0,7009.0,7076.0,7255.0,7160.0,8377.0,7857.0,8089.0,8406.0,7822.0,7985.0,7217.0,7420.0,7199.0,7325.0,7487.0,7375.0,8661.0,8512.0,8334.0,8657.0,7624.0,7903.0,7600.0,7634.0,7545.0,7717.0,7835.0,7764.0,8774.0,8777.0,8768.0,8979.0,7815.0,8636.0,7999.0,7963.0,7880.0,8065.0,7749.0,8181.0,9014.0,8836.0,8979.0,9333.0,8149.0,8837.0,8010.0,7998.0,7935.0,8346.0,8052.0,8318.0,9155.0,9049.0,9196.0,9222.0,8622.0,9075.0,8260.0,8547.0,8184.0,8282.0,8430.0,8528.0,9643.0,9432.0,9333.0,9589.0,8602.0,9326.0,8487.0,8641.0,8434.0,8628.0,8813.0,8770.0,9734.0,9406.0,9433.0,9877.0,8723.0,9319.0,8624.0,8700.0,8555.0,8691.0,8837.0,8858.0,10086.0,9411.0,9487.0,9861.0,8996.0,9398.0,8689.0,8750.0,8569.0,8730.0,8759.0,8828.0,10064.0,9400.0,9620.0,10128.0,9429.0,9849.0,8936.0,8767.0,8606.0,8714.0,8656.0,8688.0,10386.0,9680.0,9814.0,10412.0,9435.0,10106.0,9204.0,9055.0,9069.0,9179.0,9149.0,9169.0,10773.0,9885.0,9919.0,10521.0,9536.0,10289.0,9298.0,9230.0,9382.0,9033.0,9232.0,9081.0,10733.0,9994.0,10106.0,10572.0,9671.0,10423.0,9164.0,9296.0,9218.0,9231.0,9217.0,9330.0,11130.0,10358.0,10523.0,10814.0,9955.0,10723.0,9419.0,9531.0,9429.0,9350.0,9411.0,9551.0,10768.0,9458.0,9850.0,10104.0,9681.0,9959.0,8792.0,8997.0,8986.0,8775.0,8731.0,8806.0,10699.0,10203.0,10506.0,11134.0,9780.0,10132.0,8987.0,8863.0,8979.0,9061.0,8969.0,9147.0,10968.0,10193.0,10610.0,11073.0,9808.0,10334.0,8851.0,8891.0,9325.0,9305.0,9283.0,9196.0,10593.0,9823.0,8892.0,10730.0,9794.0,9947.0,8998.0,8795.0,9108.0,9156.0,9105.0,8866.0,7593.0,9863.0,10176.0,10569.0,9609.0,9760.0,8765.0,8555.0,8889.0,8973.0,8899.0,8875.0,10343.0,9685.0,9763.0,10119.0,9183.0,9588.0,8741.0,8881.0,8823.0,9191.0,9049.0,9149.0
PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13198.0,12112.0,12867.0,13526.0,11799.0,12599.0,10799.0,10070.0,9429.0,9789.0,9834.0,10322.0,12924.0,11786.0,12509.0,13295.0,11963.0,12176.0,10588.0,10149.0,9470.0,9572.0,9749.0,9948.0,13461.0,11644.0,12066.0,12790.0,12143.0,12620.0,10637.0,10062.0,9775.0,10003.0,10042.0,10595.0,13222.0,11483.0,12241.0,13142.0,11727.0,12515.0,10962.0,10034.0,9750.0,9846.0,9893.0,10426.0,13079.0,12141.0,12100.0,13526.0,11046.0,11881.0,10617.0,9761.0,9563.0,9884.0,9894.0,10422.0,13429.0,12437.0,12298.0,13028.0,12131.0,12358.0,11110.0,10347.0,9871.0,10393.0,10333.0,10575.0,12520.0,11224.0,11413.0,12205.0,11334.0,11691.0,10334.0,10039.0,9692.0,9858.0,9922.0,10043.0,12115.0,11252.0,11735.0,12596.0,11187.0,11775.0,10337.0,9980.0,9599.0,9831.0,9994.0,10211.0,13314.0,11626.0,12024.0,12580.0,11569.0,12408.0,10644.0,10339.0,10180.0,10560.0,10530.0,10724.0,12949.0,12656.0,12772.0,13267.0,11863.0,12374.0,11016.0,11108.0,10782.0,10939.0,11192.0,11288.0,13452.0,12379.0,12071.0,12507.0,12239.0,12546.0,11778.0,11001.0,10953.0,11231.0,11149.0,11546.0,13009.0,12260.0,12033.0,12830.0,11526.0,12199.0,10484.0,9923.0,10243.0,10727.0,10689.0,10893.0,13404.0,12477.0,12280.0,13679.0,11903.0,12618.0,11084.0,11313.0,10851.0,11370.0,11210.0,11402.0,13218.0,12678.0,12729.0,13105.0,12265.0,12857.0,11513.0,11574.0,11216.0,11368.0,11528.0,11645.0,13222.0,12542.0,12394.0,12971.0,13181.0,12675.0,11457.0,11307.0,11072.0,11326.0,11417.0,11322.0,13486.0,12711.0,12475.0,12886.0,11944.0,12966.0,11568.0,11259.0,11293.0,11724.0,11602.0,11576.0,13546.0,13257.0,13066.0,13254.0,12327.0,13116.0,12060.0,12011.0,11716.0,12333.0,12295.0,12099.0
PT,2617.0,2326.0,2355.0,2505.0,2347.0,2346.0,2114.0,2192.0,2097.0,2338.0,2028.0,2191.0,2809.0,2359.0,2380.0,2485.0,2453.0,2338.0,2230.0,2238.0,2143.0,2394.0,2079.0,2262.0,2717.0,2306.0,2443.0,2564.0,2320.0,2505.0,2268.0,2252.0,2204.0,2386.0,2095.0,2240.0,2784.0,2476.0,2534.0,2698.0,2498.0,2440.0,2275.0,2415.0,2350.0,2502.0,2263.0,2444.0,2943.0,2688.0,2701.0,2872.0,2511.0,2740.0,2417.0,2569.0,2531.0,2714.0,2499.0,2571.0,3070.0,2796.0,2815.0,3069.0,2919.0,2846.0,2553.0,2686.0,2618.0,2909.0,2523.0,2671.0,3285.0,3002.0,2947.0,3167.0,2705.0,2751.0,2698.0,2717.0,2704.0,2991.0,2627.0,2911.0,3286.0,3075.0,3111.0,3452.0,2835.0,3030.0,2909.0,2917.0,2937.0,3237.0,2905.0,3033.0,3562.0,3207.0,3394.0,3637.0,3139.0,3336.0,3009.0,3118.0,3085.0,3381.0,2996.0,3156.0,3912.0,3428.0,3657.0,3722.0,3359.0,3328.0,3211.0,3322.0,3276.0,3443.0,3225.0,3323.0,4066.0,3649.0,3788.0,4183.0,3500.0,3834.0,3341.0,3577.0,3476.0,3668.0,3395.0,3512.0,4193.0,3789.0,3807.0,4026.0,3551.0,3806.0,3539.0,3562.0,3513.0,3845.0,3381.0,3555.0,4373.0,3927.0,3994.0,4333.0,3886.0,3820.0,3540.0,3691.0,3663.0,3950.0,3654.0,3780.0,4287.0,3889.0,4152.0,4513.0,3913.0,4150.0,3666.0,3744.0,3813.0,4029.0,3626.0,3787.0,4660.0,4046.0,4259.0,4643.0,4217.0,4310.0,3823.0,3893.0,4027.0,4186.0,3854.0,3939.0,4881.0,4125.0,4109.0,4684.0,4278.0,4463.0,3736.0,4033.0,4002.0,4308.0,4006.0,4072.0,4916.0,4225.0,4348.0,4825.0,4307.0,4429.0,3978.0,4139.0,3996.0,4307.0,4013.0,4096.0,4871.0,4238.0,4440.0,4860.0,4301.0,4420.0,4188.0,4116.0,4101.0,4475.0,4028.0,4132.0,5024.0,4258.0,4302.0,4800.0,4224.0,4188.0,3945.0,4024.0,4031.0,4317.0,4105.0,4179.0,4920.0,4110.0,4351.0,4905.0,4430.0,4570.0,3994.0,4069.0,4007.0,4458.0,4225.0,4167.0,4910.0,4068.0,4109.0,4399.0,4327.0,4432.0,3887.0,4095.0,3970.0,4222.0,4002.0,4078.0,4638.0,3967.0,4075.0,4325.0,4376.0,4104.0,3825.0,3968.0,3852.0,4127.0,3874.0,3929.0,4477.0,4015.0,4131.0,4491.0,4044.0,4305.0,3856.0,3875.0,3787.0,4262.0,3944.0,3957.0,4713.0,3987.0,3977.0,4189.0,4232.0,4167.0,3727.0,3939.0,3964.0,4280.0,3907.0,3883.0
